STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/8/2019,10.29,0,0,0,74,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/8/2019,8.05,0,0,0,75,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/8/2019,10.29,0,0,0,78,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/8/2019,9.62,1.4,0,0,76,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/8/2019,9.84,0,0,0,79,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/8/2019,11.63,0,0,0,75,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/8/2019,12.75,0,0,0,84,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/8/2019,5.82,0,0,0,74,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/8/2019,9.4,0.11,0,0,75,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/9/2019,4.47,0.34,0,0,73,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/9/2019,6.49,0,0,0,82,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/9/2019,12.3,0.22,0,0,80,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/9/2019,8.95,0,0,0,69,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/9/2019,4.92,0,0,0,74,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/9/2019,11.18,0,0,0,72,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/9/2019,8.28,0,0,0,78,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/9/2019,8.28,0.03,0,0,66,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/9/2019,7.61,0.02,0,0,76,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/9/2019,9.4,0,0,0,90,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/9/2019,9.17,0.19,0,0,89,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/9/2019,8.05,0.28,0,0,78,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/9/2019,11.86,1.35,0,0,77,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/9/2019,7.61,0.06,0,0,80,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/9/2019,8.05,0.43,0,0,78,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/9/2019,7.83,0,0,0,74,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/9/2019,6.04,0,0,0,78,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/9/2019,7.38,0,0,0,82,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/9/2019,5.59,0.01,0,0,83,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/9/2019,3.8,0,0,0,84,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/9/2019,12.08,0.17,0,0,78,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/9/2019,10.07,1.47,0,0,77,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/9/2019,8.95,0,0,0,74,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/9/2019,12.08,0,0,0,79,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/9/2019,12.75,0,0,0,79,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/9/2019,8.95,0,0,0,72,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/9/2019,10.51,2.28,0,0,69,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/9/2019,13.65,0.19,0,0,66,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/9/2019,7.61,0.57,0,0,66,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/9/2019,8.72,0,0,0,85,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/10/2019,10.07,0,0,0,86,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/10/2019,10.51,1.76,0,0,68,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/10/2019,10.29,0.57,0,0,67,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/10/2019,10.96,0,0,0,58,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/10/2019,9.4,0.27,0,0,63,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/10/2019,9.62,0,0,0,67,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/10/2019,7.38,0,0,0,69,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/10/2019,4.25,0,0,0,70,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/10/2019,7.83,0,0,0,70,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/10/2019,8.72,0.19,0,0,70,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/10/2019,12.3,0.59,0,0,67,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/10/2019,13.87,0,0,0,54,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/10/2019,10.51,0,0,0,52,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/10/2019,6.93,0,0,0,54,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/10/2019,10.51,0,0,0,62,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/10/2019,14.09,0,0,0,52,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/10/2019,5.59,0,0,0,54,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/10/2019,6.93,0,0,0,59,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/10/2019,7.83,0,0,0,68,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/10/2019,7.38,0,0,0,63,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/10/2019,15.66,0.05,0,0,67,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/10/2019,17.22,0.01,0,0,51,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/10/2019,8.72,0.02,0,0,58,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/10/2019,6.26,0,0,0,50,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/10/2019,3.8,0,0,0,48,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/10/2019,12.53,2.18,0,0,48,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/10/2019,9.62,0.04,0,0,58,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/10/2019,3.8,0,0,0,49,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/10/2019,8.28,0.15,0,0,45,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/10/2019,12.3,0.62,1.2,1.2,41,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/10/2019,14.99,0.31,3.4,0,33,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/11/2019,9.62,0.01,0,2,44,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/11/2019,10.51,0,0,0,42,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/11/2019,7.83,0,0,0,53,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/11/2019,10.74,0,0,0,51,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/11/2019,7.61,0,0,0,40,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/11/2019,11.41,0.01,0,0,55,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/11/2019,11.18,0,0.1,0,31,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/11/2019,7.16,0,0,0,32,16
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/11/2019,10.29,0,0,0,46,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/11/2019,8.5,0.04,0,0,43,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/11/2019,16.78,0.25,3.4,2,33,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/11/2019,9.4,0,0,3.1,17,7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/11/2019,11.63,0,0,2,27,11
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/11/2019,7.16,0.01,0.2,2,30,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/11/2019,6.04,0,0,2,38,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/11/2019,5.37,0,0,1.2,42,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/11/2019,6.49,0.04,0,0,40,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/11/2019,5.14,0,0,0,40,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/11/2019,2.91,0.01,0,0,41,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/11/2019,6.49,0,0,0,47,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/11/2019,14.76,0.51,0,0,54,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/11/2019,6.71,0,0,0,38,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/11/2019,6.26,0,0,0,40,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/11/2019,9.4,0,0,0,50,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/11/2019,7.16,0,0,0,53,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/11/2019,7.61,0.37,0,0,50,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/11/2019,21.03,0.25,0,0,55,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/11/2019,8.28,0,0,0,37,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/11/2019,6.49,0,0,0,40,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/11/2019,13.2,0.37,0,0,40,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/12/2019,10.07,0.11,0.1,0,41,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/12/2019,10.29,0,0,0,35,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/12/2019,11.86,0,0,0,40,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/12/2019,12.08,0,0,0,43,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/12/2019,6.71,0,0,0,45,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/12/2019,9.84,0,0,0,42,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/12/2019,8.28,0,0,0,37,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/12/2019,10.29,0,0,0,47,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/12/2019,12.97,0.05,0,0,47,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/12/2019,11.86,0,0,0,24,14
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/12/2019,7.38,0,0.1,0,24,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/12/2019,12.3,0,0,0,45,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/12/2019,4.92,0,0,0,45,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/12/2019,9.4,0,0,0,35,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/12/2019,6.04,0,0,0,26,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/12/2019,6.71,0.01,0.3,0,30,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/12/2019,10.74,0,0,0,29,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/12/2019,8.72,0,0,0,27,10
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/12/2019,8.5,0,0,0,35,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/12/2019,5.59,0,0,0,41,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/12/2019,7.61,0,0,0,47,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/12/2019,10.07,0,0,0,52,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/12/2019,7.61,0,0,0,52,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/12/2019,8.05,0,0,0,55,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/12/2019,8.72,0,0,0,57,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/12/2019,11.18,0,0,0,61,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/12/2019,7.16,0,0,0,37,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/12/2019,6.93,0.28,0,0,48,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/12/2019,10.96,0.93,0,0,57,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/12/2019,17.67,0.09,0.7,0,47,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/12/2019,14.54,0.08,0.8,2,28,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/1/2020,11.86,0,0,0,42,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/1/2020,11.63,0,0,0,48,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/1/2020,6.04,0,0,0,41,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/1/2020,9.17,0.03,0.5,1.2,33,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/1/2020,13.87,0,0,0,42,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/1/2020,9.62,0,0,0,42,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/1/2020,10.74,0,0,0,40,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/1/2020,11.18,0,0,0,29,14
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/1/2020,16.11,0.02,0,0,50,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/1/2020,11.41,0.84,0,0,50,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/1/2020,25.05,0.37,2.1,0,37,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/1/2020,6.49,0,0,2,31,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/1/2020,8.28,0,0.2,2,33,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/1/2020,8.5,0,0,1.2,39,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/1/2020,8.05,0,0,0,36,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/1/2020,11.63,0,0,0,29,11
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/1/2020,10.51,0.37,3.1,0,29,11
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/1/2020,15.88,0.4,0,2,35,5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/1/2020,12.97,0,0,2,19,2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/1/2020,6.71,0,0,2,31,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/1/2020,7.61,0,0,2,29,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/1/2020,12.3,0,0,2,34,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/1/2020,7.61,0.17,0.9,2,34,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/1/2020,4.7,0.4,0,1.2,37,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/1/2020,8.28,0.12,0.4,1.2,34,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/1/2020,9.4,0,0,1.2,33,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/1/2020,5.82,0,0,0,35,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/1/2020,5.82,0,0,0,33,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/1/2020,4.7,0,0,0,34,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/1/2020,3.58,0,0,0,35,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/1/2020,5.37,0.08,0.6,0,37,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/2/2020,11.41,0.01,0,0,38,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/2/2020,14.32,0,0,0,52,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/2/2020,9.62,0,0,0,48,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/2/2020,21.7,0,0,0,39,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/2/2020,12.75,0.07,1,0,33,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/2/2020,12.97,0.05,1.4,1.2,30,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/2/2020,7.83,0,0.2,2,38,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/2/2020,6.26,0,0,0,37,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/2/2020,10.07,0.14,1,0,37,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/2/2020,5.82,0,0,0,39,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/2/2020,9.62,0,0,0,35,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/2/2020,5.37,0.18,2,0,37,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/2/2020,12.3,0.03,1.5,3.1,32,4
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/2/2020,7.83,0,0,3.1,15,-2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/2/2020,12.75,0,0,3.1,33,7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/2/2020,3.58,0,0,2,43,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/2/2020,9.17,0.13,0,1.2,41,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/2/2020,13.65,0,0,0,39,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/2/2020,8.72,0,0,0,31,16
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/2/2020,8.95,0,0,0,25,9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/2/2020,12.75,0,0,0,38,12
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/2/2020,13.65,0,0,0,51,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/2/2020,10.51,0,0,0,55,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/2/2020,12.3,0,0,0,43,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/2/2020,23.26,0.06,0.7,0,41,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/2/2020,16.11,0.1,1,1.2,33,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/2/2020,9.84,0,0,1.2,32,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/2/2020,9.17,0,0,1.2,30,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/2/2020,8.95,0,0,0,37,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/3/2020,12.97,0,0,0,60,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/3/2020,5.82,0,0,0,50,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/3/2020,11.41,0,0,0,49,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/3/2020,7.83,0,0,0,49,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/3/2020,14.32,0,0,0,53,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/3/2020,14.32,0,0,0,40,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/3/2020,10.74,0,0,0,53,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/3/2020,16.55,0,0,0,67,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/3/2020,15.66,0.83,0,0,57,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/3/2020,8.28,0,0,0,51,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/3/2020,5.82,0,0,0,45,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/3/2020,10.74,0.01,0,0,58,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/3/2020,14.09,0,0,0,50,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/3/2020,12.3,0.01,0,0,40,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/3/2020,10.07,0,0,0,42,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/3/2020,5.14,0.04,0,0,40,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/3/2020,7.83,0,0,0,50,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/3/2020,6.93,0.29,0,0,46,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/3/2020,9.62,0.22,0,0,64,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/3/2020,15.43,0.06,0,0,63,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/3/2020,10.29,0,0,0,35,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/3/2020,6.93,0.16,2.2,0,37,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/3/2020,4.7,0.05,1,3.1,45,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/3/2020,6.49,0,0,0,49,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/3/2020,7.38,0,0,0,58,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/3/2020,10.74,0,0,0,52,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/3/2020,10.29,0.33,0,0,50,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/3/2020,9.17,1.48,0,0,67,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/3/2020,20.8,0,0,0,63,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/3/2020,10.51,0,0,0,51,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/3/2020,12.53,0,0,0,43,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/4/2020,6.93,0,0,0,53,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/4/2020,4.92,0,0,0,61,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3/4/2020,6.49,0,0,0,70,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4/4/2020,7.61,0.06,0,0,52,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5/4/2020,8.5,0,0,0,52,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6/4/2020,5.82,0.01,0,0,64,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/4/2020,7.83,0.04,0,0,80,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/4/2020,8.05,0.22,0,0,74,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/4/2020,17.9,0,0,0,50,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/4/2020,9.62,0,0,0,50,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/4/2020,7.61,0.17,0,0,63,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/4/2020,9.62,0.13,0,0,66,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/4/2020,17,0.02,0,0,56,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/4/2020,12.3,0,0,0,41,30
